,Tweets
190,<|paddingtonbear|><|polite|><|policy|><|insurance|>says that his insurance policy doesn't cover bears. I wonder why? #Paddington
191,<|paddingtonbear|><|polite|><|memory|><|undefined|>@Film4 Oh yes. That’s easy. My favourite memory is meeting the Browns and joining their family.
192,<|paddingtonbear|><|polite|><|rains|><|undefined|>I’ve lived here long enough to know that if it rains in Britain on a Bank Holiday then the next day will always be sunny #hardstare
193,<|paddingtonbear|><|polite|><|mothersday|><|found|>I’m so pleased the Browns found me. Happy #MothersDay.
194,<|paddingtonbear|><|polite|><|everybody|><|undefined|>I hope that wrapping up everybody's Christmas presents will be a bit easier than this. #Paddington2
195,<|paddingtonbear|><|polite|><|harryphillips|><|routine|>@HarryPhillips15 My routine is very different from the one Mrs Bird would prefer me to have.
196,<|paddingtonbear|><|polite|><|escape|><|undefined|>I went rowing in the park on Sunday. My #emergencysandwich had a lucky escape from a hungry duck.
197,<|paddingtonbear|><|polite|><|pumpkin|><|undefined|>I'm giving Mrs Bird a paw this afternoon to help make the pumpkin pie. I wonder if it will go well with marmalade...
198,<|paddingtonbear|><|polite|><|antique|><|undefined|>Mr Gruber's antique shop is full of magical things. I recently found this book for Aunt Lucy there. #Paddington2
199,<|paddingtonbear|><|polite|><|bankholidayweekend|><|idea|>I've got a very good idea for the #BankHolidayWeekend...
200,<|paddingtonbear|><|polite|><|benches|><|undefined|>.@BooksAboutTown Oh dear. I wonder what will happen to the benches?
201,<|paddingtonbear|><|polite|><|winners|><|choose|>I'm off to Cumbria next week to help choose the winners for the @MarmaladeAwards.
202,<|paddingtonbear|><|polite|><|walks|><|lfw|>I wonder why everyone’s talking about catwalks at #LFW14? I’ve only seen dogs being taken for walks in London...
203,<|paddingtonbear|><|polite|><|gifts|><|cards|>Mrs Brown is making her own Christmas cards and gifts this year. I've just seen her shopping list and it looks fun
204,"<|paddingtonbear|><|polite|><|sleeps|><|ten|>I have two birthdays a year, just like the Queen. My winter one is only ten sleeps away on Christmas Day #Paddington"
205,<|paddingtonbear|><|polite|><|teacups|><|china|>I'm in China for the #Paddington premiere! I wonder if Mrs Brown's best teacups come from here...
206,<|paddingtonbear|><|polite|><|sunshine|><|undefined|>It was very nice to see the sunshine today. I hope it comes back tomorrow.
207,<|paddingtonbear|><|polite|><|nottinghillcarnival|><|calypso|>I always enjoy the calypso music at the #NottingHillCarnival
208,<|paddingtonbear|><|polite|><|sports|><|undefined|>I like all sports but one that has a scheduled tea interval sounds like a very good idea to me. #CWC19
209,"<|paddingtonbear|><|polite|><|hair|><|undefined|>I have found that marmalade is very useful for most things in life, but not for sticking hair back in place. #PaddingtonBBC"
210,<|paddingtonbear|><|polite|><|paintings|><|impressionists|>I can see why they’re called impressionists. I was most impressed by the paintings Mr Gruber showed me today.
211,<|paddingtonbear|><|polite|><|finish|><|undefined|>I'm going to finish off the weekend with a hot cocoa.
212,<|paddingtonbear|><|polite|><|loaf|><|undefined|>I like the look of @SophieFaldo's orange plaited brioche loaf. #Paddington2 #GBBOFinal
213,"<|paddingtonbear|><|polite|><|gdnchildrensbks|><|quiz|>I found this quiz by @GdnChildrensBks very easy, because it's all about me #Paddington"
214,"<|paddingtonbear|><|polite|><|worldpoetryday|><|toast|>First it’s breakfast, tea and toast. I wonder who will eat the most? #WorldPoetryDay"
215,<|paddingtonbear|><|polite|><|tailor|><|undefined|>I had to give the tailor a #hardstare when he said bears weren’t easy to fit
216,<|paddingtonbear|><|polite|><|horse|><|grandnational|>There's a horse called 'Tea for Three' running in the #GrandNational. I prefer 'Cocoa for Two'. Enjoying #elevenses with Mr Gruber.
217,<|paddingtonbear|><|polite|><|pocketmoney|><|undefined|>Mrs Bird has taught me her 'dusting dance.' I wish spring cleaning was always this fun. #PocketMoney
218,"<|paddingtonbear|><|polite|><|wittertainment|><|mayo|>@wittertainment @FloridaProject @bbc5live Hello Mr Kermode and Mr Mayo. I'm not sure what she means, but Judy was wondering if marmalade sandwiches are code compliant?"
219,<|paddingtonbear|><|polite|><|treasure|><|undefined|>My Treasure Hunt has begun… #Paddington60
220,<|paddingtonbear|><|polite|><|gbbo|><|bakers|>I wonder if this is where all the bakers come from? #GBBO
221,<|paddingtonbear|><|polite|><|jemma_allman|><|education|>I hope the education goes well @jemma_allman. I'd recommend a #hardstare or two if it doesn’t.
222,<|paddingtonbear|><|polite|><|finals|><|andy_murray|>I expect it was the extra marmalade sandwich last night that helped @Andy_Murray into the #Wimbledon Finals.
223,<|paddingtonbear|><|polite|><|shelves|><|office|>I'm top of the box office again! Mrs Bird's so happy that she's been dancing whilst dusting the shelves #Paddington
224,"<|paddingtonbear|><|polite|><|school|><|world|>I’m so glad the #Paddington2 World Premiere isn't on a school day, so Jonathan and Judy could be here with me."
225,<|paddingtonbear|><|polite|><|displays|><|shop_at_nhm|>It does @Shop_at_NHM. I did enjoy filming there @NHM_London as they have some very interesting displays. I must visit again soon.
226,<|paddingtonbear|><|polite|><|toffees|><|apple|>I made apple toffees this afternoon. I like to save the best bit until last.
227,<|paddingtonbear|><|polite|><|heathrowairport|><|meeting|>I enjoyed meeting so many different people today at @HeathrowAirport
228,<|paddingtonbear|><|polite|><|summerbirthday|><|undefined|>I like having a birthday at the weekend. It means the whole family can share it with me. #SummerBirthday.
229,"<|paddingtonbear|><|polite|><|readingpaddington|><|bonneville|>My cast are #ReadingPaddington at #elevenses this week, starting with the nice Mr Bonneville #Paddington"
230,<|paddingtonbear|><|polite|><|plates|><|music|>I'm not sure about Mr Brown's taste in music but at least these make good plates.
231,<|paddingtonbear|><|polite|><|energy|><|boost|>I’d recommend a marmalade sandwich before bed @Andy_Murray. It will be a good energy boost for tomorrow. #Wimbledon
232,<|paddingtonbear|><|polite|><|riririhinariru|><|undefined|>@riririhinariru My best friend in London is Mr Gruber and we have #elevenses together every day #oshietepaddington @eigapaddington
233,<|paddingtonbear|><|polite|><|closer|><|bedtime|>We all enjoyed the #GBBOFinal at 32 Windsor Gardens. Mrs Brown says it's past my bedtime but one day closer to the release of #Paddington2.
234,<|paddingtonbear|><|polite|><|nord|><|gare|>We've arrived at Gare du Nord in Paris. Now I need to work out how to use the Metro.
235,<|paddingtonbear|><|polite|><|wwirralwonder|><|vuecinemas|>@WWirralWonder @vuecinemas I am pleased. Mrs Bird and I are going to have an extra slice of cake with our afternoon tea to celebrate . #Paddington2
236,<|paddingtonbear|><|polite|><|wagashi|><|cha|>To celebrate my film opening in Japan today Mr Gruber and I are enjoying wagashi and o-cha for #elevenses instead of our usual buns & cocoa
237,<|paddingtonbear|><|polite|><|neighbours|><|paddingtonschristmas|>Mrs Brown and I made these for our neighbours. We've even got enough to give one to Mr Curry #PaddingtonsChristmas
238,"<|paddingtonbear|><|polite|><|floor|><|undefined|>This is where we're staying in Paris, on the 6th floor. It's lucky I haven’t packed very much as there’s no lift."
239,<|paddingtonbear|><|polite|><|twigs|><|nests|>When Judy said we were making nests this wasn't what I expected. They taste much nicer than twigs and grass! #Easter
240,"<|paddingtonbear|><|polite|><|stpaulslondon|><|undefined|>Mr Brown has promised to read us all a story tonight. It’s about a recent adventure I had at @StPaulsLondon with my friend, Mr Gruber."
241,<|paddingtonbear|><|polite|><|bird|><|canada|>Jonathan said that a little bird had told him that my DVD is now available in Canada and the US today… I didn’t know Mrs Bird had children.
242,"<|paddingtonbear|><|polite|><|catch|><|deckchairs|>When it’s warm enough, Mr Gruber and I like to sit outside on deckchairs for our #elevenses and today we have a lot to catch up on."
243,<|paddingtonbear|><|polite|><|afternoonteaweek|><|undefined|>Mr Gruber and I are enjoying #AfternoonTeaWeek. Mr Curry has invited himself over but luckily we've got enough buns!
244,<|paddingtonbear|><|polite|><|celebrations|><|michaelbond|>Our #elevenses took a lot longer today as Mr Gruber and I were talking about yesterday's lovely celebrations #MichaelBond90
245,<|paddingtonbear|><|polite|><|clockschange|><|lunch|>I think I’m going to have to eat my emergency marmalade sandwich as we still have a while to wait until lunch. #clockschange
246,"<|paddingtonbear|><|polite|><|collection|><|undefined|>Oh dear, it seems that when I was on my adventures on Monday I lost quite a few coins from my collection. @royalmintuk can you help? #PaddingtonsCoins"
247,<|paddingtonbear|><|polite|><|hire|><|empireawards|>I might have to hire a special outfit again if I win something at the #EmpireAwards. You can vote for my film here:
248,<|paddingtonbear|><|polite|><|pictures|><|leicester|>It's the day of my Leicester Square film premiere! I'll make sure I take lots of pictures for you #BearOnTheSquare
249,<|paddingtonbear|><|polite|><|museumoflondon|><|tomorrow|>Tomorrow I'm going to be at the @MuseumofLondon for my #elevenses. I hope to see you there.
250,<|paddingtonbear|><|polite|><|portobello|><|road|>I’ve been invited to my new shop on Portobello Road. I’m going there tomorrow from 11am – 4pm. I hope to see you there? #Paddington60
251,"<|paddingtonbear|><|polite|><|emergencysandwich|><|case|>Have I ever told you about my #emergencysandwich? I keep it under my hat, just in case #Paddington"
252,"<|paddingtonbear|><|polite|><|theshardlondon|><|points|>I’ve had a busy summer. As you can see from my #scrapbook, my visit to @TheShardLondon was one of the high points!"
253,<|paddingtonbear|><|polite|><|unicef_uk|><|postcards|>I have been making new friends at @UNICEF_uk and we've created a set of postcards to share with you: #PaddingtonsPostcards
254,<|paddingtonbear|><|polite|><|fishmongers|><|fishcakes|>Quite a few people were talking about fishcakes in the bakers today. I think they should have been in a fishmongers #hardstare #elevenses
255,<|paddingtonbear|><|polite|><|royalbabyname|><|suppose|>I suppose there can only be one Paddington. #RoyalBabyName
256,<|paddingtonbear|><|polite|><|floor|><|undefined|>I think this bucket must be glued to the floor. #Paddington2
257,"<|paddingtonbear|><|polite|><|need|><|feel|>I feel the need, the need for a marmalade sandwich."
258,<|paddingtonbear|><|polite|><|hammocks|><|undefined|>I don't think hammocks are designed for bears. #AdventureAwaits
259,<|paddingtonbear|><|polite|><|difference|><|undefined|>I thought something was missing then Mr Gruber explained this is a game called spot the difference.
260,<|paddingtonbear|><|polite|><|clouds|><|head|>I think this must be where Judy was when Mrs Brown said she had her head in the clouds.
261,<|paddingtonbear|><|polite|><|wellingtons|><|undefined|>I think that wellingtons and an umbrella are required for this weather.
262,<|paddingtonbear|><|polite|><|teachers|><|undefined|>I think some teachers don't know very much because they keep asking questions.
263,<|paddingtonbear|><|polite|><|wentworthpuzzle|><|nationaljigsawday|>@wentworthpuzzle #NationalJigsawDay ? This one has already taken me seven! I think it should be National Jigsaw Week #hardstare
264,<|paddingtonbear|><|polite|><|crestfallen|><|undefined|>RT @MyBriefsChris: I think I&apos;m somewhat crestfallen that @PaddingtonBear did not have a part in the #L...
265,<|paddingtonbear|><|polite|><|museum|><|undefined|>Mr Gruber and I thought that we'd do something different for our #elevenses today and visit a museum we've not yet been to. #AdventureDiary
266,<|paddingtonbear|><|polite|><|midnight|><|happynewyear|>When I suggested we have marmalade at midnight Mrs Bird gave me a look similar to Aunt Lucy's hardstare #HappyNewYear
267,"<|paddingtonbear|><|polite|><|sundays|><|somedays|>Somedays, especially Sundays, I think we should all stay in bed a little longer."
268,<|paddingtonbear|><|polite|><|nameourstorms|><|metoffice|>After my first bath Mr Brown thought we’d been hit by a storm @metoffice so he suggests Paddington #nameourstorms
269,"<|paddingtonbear|><|polite|><|prommer|><|pro|>Mr Gruber and I are going to queue for tickets for the #BBCProms. He says I'll soon be a pro ""prommer"", although I think we may need to take an umbrella."
270,"<|paddingtonbear|><|polite|><|online|><|keyboard|>@Samblobuel Sorry, Paddington hasn't been online for a few days. He had a small accident involving a mug of cocoa and his keyboard ..."
271,<|paddingtonbear|><|polite|><|parts|><|channel|>I'm watching #Paddington with the Browns on @Channel4 this Sunday at 6:15pm. Judy thinks I should tweet my favourite parts during the film.
